track_name,isrc,language,publishing_company,arranger,producer,interpreter,date,duration,apple_itunes,http://goodmusic.online/medien_title/mini-minirock/,http://goodmusic.online/medien_title/hold-tight/,http://goodmusic.online/medien_title/mini-minirock/,http://goodmusic.online/medien_title/mini-minirock/,Juke,microsoft,musicload,napster,qobuz,spotify,tidal,vimeo,youtube,amazon_books,apple_books,google_play_books,music_notes,notafina,note_download,sheet_music_plus,music_image
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dymky,,,,,,,2017-11-04,,,,,http://goodmusic.online/medien_title/dymky/,http://goodmusic.online/medien_title/dymky/,,,,,,,,,,,,,,,,,
Mit dem Wind auf die Reise geh'n,,,,,,,2017-11-05,,,,,http://goodmusic.online/medien_title/mit-dem-wind-auf-die-reise-gehn/,http://goodmusic.online/medien_title/mit-dem-wind-auf-die-reise-gehn/,,,,,,,,,,,,,,,,,
Es wird ja immer wieder Frühling,,,,,,,2017-11-06,,,,,http://goodmusic.online/medien_title/es-wird-ja-immer-wieder-fruhling/,http://goodmusic.online/medien_title/es-wird-ja-immer-wieder-fruhling/,,,,,,,,,,,,,,,,,
Keine Rose blüht für's Leben,,,,,,,2017-11-07,,,,,http://goodmusic.online/medien_title/keine-rose-bluht-furs-leben/,http://goodmusic.online/medien_title/keine-rose-bluht-furs-leben/,,,,,,,,,,,,,,,,,
Chiribim-Chiribom,,,,,,,2017-11-08,,,,,http://goodmusic.online/medien_title/chiribim-chiribom/,http://goodmusic.online/medien_title/chiribim-chiribom/,,,,,,,,,,,,,,,,,
Der Mond vom Fudschijama,,,,,,,2017-11-09,,,,,http://goodmusic.online/medien_title/der-mond-vom-fudschijama/,http://goodmusic.online/medien_title/der-mond-vom-fudschijama/,,,,,,,,,,,,,,,,,
Zwei verliebte Sterne,,,,,,,2017-11-10,,,,,http://goodmusic.online/medien_title/zwei-verliebte-sterne/,http://goodmusic.online/medien_title/zwei-verliebte-sterne/,,,,,,,,,,,,,,,,,
Meine Sterne gehen auf,,,,,,,2017-11-11,,,,,http://goodmusic.online/medien_title/meine-sterne-gehen-auf/,http://goodmusic.online/medien_title/meine-sterne-gehen-auf/,,,,,,,,,,,,,,,,,
Zwei Gesichter,,,,,,,2017-11-12,,,,,http://goodmusic.online/medien_title/zwei-gesichter/,http://goodmusic.online/medien_title/zwei-gesichter/,,,,,,,,,,,,,,,,,
Do the Kasaboo (aus der TV-Show 'Harakiri Whooom'),,,,,,,2017-11-13,,,,,http://goodmusic.online/medien_title/do-the-kasaboo-aus-der-tv-show-harakiri-whooom/,http://goodmusic.online/medien_title/do-the-kasaboo-aus-der-tv-show-harakiri-whooom/,,,,,,,,,,,,,,,,,
I Wouldn't Want to Be an Officer,,,,,,,2017-11-14,,,,,http://goodmusic.online/medien_title/i-wouldnt-want-to-be-an-officer/,http://goodmusic.online/medien_title/i-wouldnt-want-to-be-an-officer/,,,,,,,,,,,,,,,,,
Ich hab nur an dich gedacht,,,,,,,2017-11-15,,,,,http://goodmusic.online/medien_title/ich-hab-nur-an-dich-gedacht/,http://goodmusic.online/medien_title/ich-hab-nur-an-dich-gedacht/,,,,,,,,,,,,,,,,,
Fang die Liebe nie mit Lügen an,,,,,,,2017-11-16,,,,,http://goodmusic.online/medien_title/fang-die-liebe-nie-mit-lugen-an/,http://goodmusic.online/medien_title/fang-die-liebe-nie-mit-lugen-an/,,,,,,,,,,,,,,,,,
"Dreh dich nicht um, my Darling",,,,,,,2017-11-17,,,,,http://goodmusic.online/medien_title/dreh-dich-nicht-um-my-darling/,http://goodmusic.online/medien_title/dreh-dich-nicht-um-my-darling/,,,,,,,,,,,,,,,,,
Ein Herz aus Stein [I Wish I Had a Wooden Heart],,,,,,,2017-11-18,,,,,http://goodmusic.online/medien_title/ein-herz-aus-stein-i-wish-i-had-a-wooden-heart/,http://goodmusic.online/medien_title/ein-herz-aus-stein-i-wish-i-had-a-wooden-heart/,,,,,,,,,,,,,,,,,
"Summ, Summ, Summ (Melodie für zwei verliebte Leute) [Zum, Zum, Zum]",,,,,,,2017-11-19,,,,,http://goodmusic.online/medien_title/summ-summ-summ-melodie-fur-zwei-verliebte-leute-zum-zum-zum/,http://goodmusic.online/medien_title/summ-summ-summ-melodie-fur-zwei-verliebte-leute-zum-zum-zum/,,,,,,,,,,,,,,,,,
Wir werden nie mehr allein sein,,,,,,,2017-11-20,,,,,http://goodmusic.online/medien_title/wir-werden-nie-mehr-allein-sein/,http://goodmusic.online/medien_title/wir-werden-nie-mehr-allein-sein/,,,,,,,,,,,,,,,,,
Serenade unter Sternen,,,,,,,2017-11-21,,,,,http://goodmusic.online/medien_title/serenade-unter-sternen/,http://goodmusic.online/medien_title/serenade-unter-sternen/,,,,,,,,,,,,,,,,,
The Killer of Soho,,,,,,,2017-11-22,,,,,http://goodmusic.online/medien_title/the-killer-of-soho/,http://goodmusic.online/medien_title/the-killer-of-soho/,,,,,,,,,,,,,,,,,
Rock In,,,,,,,2017-11-23,,,,,http://goodmusic.online/medien_title/rock-in/,http://goodmusic.online/medien_title/rock-in/,,,,,,,,,,,,,,,,,
Ein Tag ist schöner als der andere,,,,,,,2017-11-24,,,,,http://goodmusic.online/medien_title/ein-tag-ist-schoner-als-der-andere/,http://goodmusic.online/medien_title/ein-tag-ist-schoner-als-der-andere/,,,,,,,,,,,,,,,,,
Sag Ja zu jedem Tag,,,,,,,2017-11-25,,,,,http://goodmusic.online/medien_title/sag-ja-zu-jedem-tag/,http://goodmusic.online/medien_title/sag-ja-zu-jedem-tag/,,,,,,,,,,,,,,,,,
Mein Herz sagt Oui,,,,,,,2017-11-26,,,,,http://goodmusic.online/medien_title/mein-herz-sagt-oui/,http://goodmusic.online/medien_title/mein-herz-sagt-oui/,,,,,,,,,,,,,,,,,
Rokoko-Girl (In all meinen Träumen),,,,,,,2017-11-27,,,,,http://goodmusic.online/medien_title/rokoko-girl-in-all-meinen-traumen/,http://goodmusic.online/medien_title/rokoko-girl-in-all-meinen-traumen/,,,,,,,,,,,,,,,,,
Nimm ein Girl mit nach Haus,,,,,,,2017-11-28,,,,,http://goodmusic.online/medien_title/nimm-ein-girl-mit-nach-haus/,http://goodmusic.online/medien_title/nimm-ein-girl-mit-nach-haus/,,,,,,,,,,,,,,,,,
Danny,,,,,,,2017-11-29,,,,,http://goodmusic.online/medien_title/danny/,http://goodmusic.online/medien_title/danny/,,,,,,,,,,,,,,,,,
So schwarz wie Kaffee (Georgia) [Os escravos de jo],,,,,,,2017-11-30,,,,,http://goodmusic.online/medien_title/so-schwarz-wie-kaffee-georgia-os-escravos-de-jo/,http://goodmusic.online/medien_title/so-schwarz-wie-kaffee-georgia-os-escravos-de-jo/,,,,,,,,,,,,,,,,,
Wo ist mein Weg zu Ende? [Chimera],,,,,,,2017-12-01,,,,,http://goodmusic.online/medien_title/wo-ist-mein-weg-zu-ende-chimera/,http://goodmusic.online/medien_title/wo-ist-mein-weg-zu-ende-chimera/,,,,,,,,,,,,,,,,,
Something My Heart Might Say,,,,,,,2017-12-02,,,,,http://goodmusic.online/medien_title/something-my-heart-might-say/,http://goodmusic.online/medien_title/something-my-heart-might-say/,,,,,,,,,,,,,,,,,
Just in Time,,,,,,,2017-12-03,,,,,http://goodmusic.online/medien_title/just-in-time/,http://goodmusic.online/medien_title/just-in-time/,,,,,,,,,,,,,,,,,
I'll Never Get Myself Another Face [Ich kann nun mal aus meiner Haut nicht raus],,,,,,,2017-12-04,,,,,http://goodmusic.online/medien_title/ill-never-get-myself-another-face-ich-kann-nun-mal-aus-meiner-haut-nicht-raus/,http://goodmusic.online/medien_title/ill-never-get-myself-another-face-ich-kann-nun-mal-aus-meiner-haut-nicht-raus/,,,,,,,,,,,,,,,,,
You Must Be Crazy,,,,,,,2017-12-05,,,,,http://goodmusic.online/medien_title/you-must-be-crazy/,http://goodmusic.online/medien_title/you-must-be-crazy/,,,,,,,,,,,,,,,,,
How High the Moon,,,,,,,2017-12-06,,,,,http://goodmusic.online/medien_title/how-high-the-moon/,http://goodmusic.online/medien_title/how-high-the-moon/,,,,,,,,,,,,,,,,,
Teach Me Tonight,,,,,,,2017-12-07,,,,,http://goodmusic.online/medien_title/teach-me-tonight/,http://goodmusic.online/medien_title/teach-me-tonight/,,,,,,,,,,,,,,,,,
Nice Work If You Can Get It,,,,,,,2017-12-08,,,,,http://goodmusic.online/medien_title/nice-work-if-you-can-get-it/,http://goodmusic.online/medien_title/nice-work-if-you-can-get-it/,,,,,,,,,,,,,,,,,
Smile,,,,,,,2017-12-09,,,,,http://goodmusic.online/medien_title/smile/,http://goodmusic.online/medien_title/smile/,,,,,,,,,,,,,,,,,
Between the Devil and the Deep Blue Sea,,,,,,,2017-12-10,,,,,http://goodmusic.online/medien_title/between-the-devil-and-the-deep-blue-sea/,http://goodmusic.online/medien_title/between-the-devil-and-the-deep-blue-sea/,,,,,,,,,,,,,,,,,
Sweet Georgie Fame,,,,,,,2017-12-11,,,,,http://goodmusic.online/medien_title/sweet-georgie-fame/,http://goodmusic.online/medien_title/sweet-georgie-fame/,,,,,,,,,,,,,,,,,
Daydream,,,,,,,2017-12-12,,,,,http://goodmusic.online/medien_title/daydream-2/,http://goodmusic.online/medien_title/daydream-2/,,,,,,,,,,,,,,,,,
The Nearness of You / You Are the Sunshine of My Life,,,,,,,2017-12-13,,,,,http://goodmusic.online/medien_title/the-nearness-of-you-you-are-the-sunshine-of-my-life/,http://goodmusic.online/medien_title/the-nearness-of-you-you-are-the-sunshine-of-my-life/,,,,,,,,,,,,,,,,,
A Fine Romance,,,,,,,2017-12-14,,,,,http://goodmusic.online/medien_title/a-fine-romance/,http://goodmusic.online/medien_title/a-fine-romance/,,,,,,,,,,,,,,,,,
If You Should Ever Leave Me [Wenn du mich nicht mehr lieb hast],,,,,,,2017-12-15,,,,,http://goodmusic.online/medien_title/if-you-should-ever-leave-me-wenn-du-mich-nicht-mehr-lieb-hast/,http://goodmusic.online/medien_title/if-you-should-ever-leave-me-wenn-du-mich-nicht-mehr-lieb-hast/,,,,,,,,,,,,,,,,,
Oho-Aha,,,,,,,2017-12-16,,,,,http://goodmusic.online/medien_title/oho-aha/,http://goodmusic.online/medien_title/oho-aha/,,,,,,,,,,,,,,,,,
